As_true	As_pre	sentence	true_ner	predict_ner
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] everyone that sat in the back outside agreed that it was the worst service we had ever received. [SEP]	O O O O O O O O O O O O O O B-EO O O O O O O	O O O O O O O O O O O O O O B-EO O O O O O O
FOOD#QUALITY#NEGATIVE	FOOD#QUALITY#NEGATIVE	[CLS] i may not be a sushi guru but i can tell you that the food here is just okay and that there is not much else to it. [SEP]	O O O O O O O O O O O O O O O B-EO O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O B-EO O O O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] excellent food, nice ambience, fairly expensive [SEP]	O O B-EO O O O O O O O	O O B-EO O O O O O O O
AMBIENCE#GENERAL#POSITIVE	AMBIENCE#GENERAL#POSITIVE	[CLS] excellent food, nice ambience, fairly expensive [SEP]	O O O O O B-EO O O O O	O O O O O B-EO O O O O
RESTAURANT#PRICES#NEGATIVE	RESTAURANT#PRICES#NEGATIVE	[CLS] excellent food, nice ambience, fairly expensive [SEP]	O O O O O O O O B-NULL O	O O O O O O O O B-NULL O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] melt in your mouth nigiri and sashmi, and very tasty rolls too. [SEP]	O O O O O B-EO O O O O O O O O O O	O O O O O B-EO O I-EO O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] melt in your mouth nigiri and sashmi, and very tasty rolls too. [SEP]	O O O O O O O B-EO O O O O O O O O	O O O O O B-EO O I-EO O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] melt in your mouth nigiri and sashmi, and very tasty rolls too. [SEP]	O O O O O O O O O O O O B-EO O O O	O O O O O O O O O O O O B-EO O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] finally a meal that you will remember for a long time! [SEP]	O O O B-EO O O O O O O O O O O	O O O B-EO O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] best food, phenominal service [SEP]	O O B-EO O O O O	O O B-EO O O O O
SERVICE#GENERAL#POSITIVE	SERVICE#GENERAL#POSITIVE	[CLS] best food, phenominal service [SEP]	O O O O O B-EO O	O O O O O B-EO O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] i recommend it for a night when you want to splurge! ( it was a bit expensive ) [SEP]	O O B-NULL O O O O O O O O O O O O O O O O O O	O O B-NULL O O O O O O O O O O O O O O O O O O
RESTAURANT#PRICES#NEGATIVE	RESTAURANT#PRICES#NEGATIVE	[CLS] i recommend it for a night when you want to splurge! ( it was a bit expensive ) [SEP]	O O O O O O O O O O O O O O O O O O B-NULL O O	O O O O O O O O O O O O O O O O O O B-NULL O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] while this diner had reasonably good food, the restaurant staff seemed completely indifferent to our presence, and this attitude was reflected in the lack of service. [SEP]	O O O O O O O B-EO O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O B-EO O O O O O O O O O O O O O O O O O O O O O O O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] while this diner had reasonably good food, the restaurant staff seemed completely indifferent to our presence, and this attitude was reflected in the lack of service. [SEP]	O O O O O O O O O O B-EO I-EO O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O B-EO O O O O O O O O O O O O O O O O B-EO O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] no comparison [SEP]	O B-NULL I-NULL O	O B-NULL I-NULL O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] so about the prawns, they were fresh and had a slight crispiness about the batter... soooo good... the walnuts were cut in smaller pieces and very crunchy and tasty. [SEP]	O O O O B-EO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O B-EO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] so about the prawns, they were fresh and had a slight crispiness about the batter... soooo good... the walnuts were cut in smaller pieces and very crunchy and tasty. [SEP]	O O O O O O O O O O O O O O O O B-EO O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] so about the prawns, they were fresh and had a slight crispiness about the batter... soooo good... the walnuts were cut in smaller pieces and very crunchy and tasty. [SEP]	O O O O O O O O O O O O O O O O O O O O O O O O O O B-EO O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O B-EO O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] so about the prawns, they were fresh and had a slight crispiness about the batter... soooo good... the walnuts were cut in smaller pieces and very crunchy and tasty. [SEP]	O O O O O O O O O O O O O O O O O O O O O O O O O O B-EO O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] i am so happy to have a wonderful italian restaurant in my neighborhood. [SEP]	O O O O O O O O O B-EO I-EO O O O O O	O O O O O O O O O B-EO I-EO O O O O O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] we waited for an hour to be seated. [SEP]	O O B-NULL I-NULL I-NULL I-NULL O O O O O	O O B-NULL I-NULL I-NULL I-NULL O O O O O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] we put in our order and although we ordered 4 appetizers, the food did nt arrive until 45 minutes later... with our main course. [SEP]	O O O O O O O O O O O O O O O B-NULL I-NULL I-NULL I-NULL I-NULL I-NULL I-NULL O O O O O O O O O	O O O O O O O O O O O O O O O O O I-NULL I-NULL I-NULL I-NULL I-NULL O O O O O O O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] i can not wait to go back again this coming weekend! [SEP]	O O B-NULL I-NULL I-NULL I-NULL I-NULL I-NULL O O O O O O	O O O O O I-NULL I-NULL I-NULL O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] if you re interested in good tasting ( without the fish taste or smell ), large portions and creative sushi dishes this is your place... [SEP]	O O O O O O B-NULL O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
FOOD#STYLE_OPTIONS#POSITIVE	FOOD#STYLE_OPTIONS#POSITIVE	[CLS] if you re interested in good tasting ( without the fish taste or smell ), large portions and creative sushi dishes this is your place... [SEP]	O O O O O O O O O O O O O O O O O O B-EO O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O B-EO O O O O O O O O O O O O
FOOD#STYLE_OPTIONS#POSITIVE	FOOD#STYLE_OPTIONS#POSITIVE	[CLS] if you re interested in good tasting ( without the fish taste or smell ), large portions and creative sushi dishes this is your place... [SEP]	O O O O O O O O O O O O O O O O O O O O O B-EO I-EO O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O B-EO I-EO O O O O O O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] a perfect place to take out of town guests any time of the year. [SEP]	O O O B-EO O O O O O O O O O O O O O	O O O B-EO O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] i had a taste of all three items on her plate, and they were superb. [SEP]	O O O O O O O O O O O B-EO O O O O O O O	O O O O O O O O O O O O O O O O B-NULL O O
RESTAURANT#MISCELLANEOUS#POSITIVE	RESTAURANT#MISCELLANEOUS#POSITIVE	[CLS] good for late night dining ( last minute planning ) without reservations. [SEP]	O B-NULL O O O O O O O O O O O O O	O B-NULL O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] i am never disappointed with there food. [SEP]	O O O O O O O B-EO O O	O O O O O O O B-EO O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] – by far the best bar in the east village... [SEP]	O O O O O O B-EO O O O O O O O O	O O O O O O B-EO O O O O O O O O
RESTAURANT#MISCELLANEOUS#POSITIVE	RESTAURANT#MISCELLANEOUS#POSITIVE	[CLS] it s a great place to people watch. [SEP]	O O O O O B-EO O O O O O	O O O O O B-EO O O O O O
RESTAURANT#MISCELLANEOUS#NEGATIVE	RESTAURANT#MISCELLANEOUS#NEGATIVE	[CLS] space was limited, but the food made up for it. [SEP]	O B-EO O O O O O O O O O O O O	O B-EO O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] space was limited, but the food made up for it. [SEP]	O O O O O O O B-EO O O O O O O	O O O O O O O B-EO O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] the scallops are apparently cooked in a black olive butter which really makes them unique ( not to mention tasty ). [SEP]	O O B-EO O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O
FOOD#STYLE_OPTIONS#POSITIVE	FOOD#STYLE_OPTIONS#POSITIVE	[CLS] the scallops are apparently cooked in a black olive butter which really makes them unique ( not to mention tasty ). [SEP]	O O B-EO O O O O O O O O O O O O O O O O O O O O O	O O B-EO O O O O O O O O O O O O O O O O O O O O O
AMBIENCE#GENERAL#POSITIVE	AMBIENCE#GENERAL#POSITIVE	[CLS] this place is charming and relaxing. [SEP]	O O B-EO O O O O O O	O O B-EO O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] not chewy at all. [SEP]	O B-NULL I-NULL O O O O	O B-NULL I-NULL O O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] we were only in seattle for one night and i m so glad we picked rays for dinner! [SEP]	O O O O O O O O O O O O O O O O B-EO O O O O	O O O O O O O O O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] – i will never forget the amazing meal, service, and ambiance i experience at this restaurant. [SEP]	O O O O O O O O B-EO O O O O O O O O O O O O	O O O O O O O O B-EO O O O O O O O O O O O O
SERVICE#GENERAL#POSITIVE	SERVICE#GENERAL#POSITIVE	[CLS] – i will never forget the amazing meal, service, and ambiance i experience at this restaurant. [SEP]	O O O O O O O O O O B-EO O O O O O O O O O O	O O O O O O O O O O B-EO O O O O O O O O O O
AMBIENCE#GENERAL#POSITIVE	AMBIENCE#GENERAL#POSITIVE	[CLS] – i will never forget the amazing meal, service, and ambiance i experience at this restaurant. [SEP]	O O O O O O O O O O O O O B-EO O O O O O O O	O O O O O O O O O O O O O B-EO O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] amazing spanish mackeral special appetizer and perfect box sushi ( that eel with avodcao - - um um um ). [SEP]	O O B-EO I-EO I-EO I-EO O O O O O O O O O O O O O O O O O	O O B-EO I-EO I-EO I-EO O O O O O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] amazing spanish mackeral special appetizer and perfect box sushi ( that eel with avodcao - - um um um ). [SEP]	O O O O O O O O B-EO I-EO O O O O O O O O O O O O O	O O O O O O O O B-EO I-EO O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] amazing spanish mackeral special appetizer and perfect box sushi ( that eel with avodcao - - um um um ). [SEP]	O O O O O O O O O O O O B-EO I-EO I-EO O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O
SERVICE#GENERAL#NEUTRAL	SERVICE#GENERAL#NEUTRAL	[CLS] on weekends, you might have to wait for couple hours. [SEP]	O O O O O O O O B-NULL O O O O O	O O O O O O O O B-NULL O O O O O
FOOD#QUALITY#NEGATIVE	FOOD#QUALITY#NEGATIVE	[CLS] – the food was not great & the waiters were rude. [SEP]	O O O B-EO O O O O O O O O O O	O O O B-EO O O O O O O O O O O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] – the food was not great & the waiters were rude. [SEP]	O O O O O O O O O B-EO O O O O	O O O O O O O O O B-EO O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] the 9 oz steak came next and it tasted great, at least initially. [SEP]	O O B-EO I-EO I-EO O O O O O O O O O O O O	O O B-EO I-EO I-EO O O O O O O O O O O O O
AMBIENCE#GENERAL#POSITIVE	AMBIENCE#GENERAL#POSITIVE	[CLS] when i got there i sat up stairs where the atmosphere was cozy & the service was horrible! [SEP]	O O O O O O O O O O O B-EO O O O O O O O O O	O O O O O O O O O O O B-EO O O O O O O O O O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] when i got there i sat up stairs where the atmosphere was cozy & the service was horrible! [SEP]	O O O O O O O O O O O O O O O O B-EO O O O O	O O O O O O O O O O O O O O O O B-EO O O O O
DRINKS#STYLE_OPTIONS#POSITIVE	DRINKS#STYLE_OPTIONS#POSITIVE	[CLS] the wine list is incredible and extensive and diverse, the food is all incredible and the staff was all very nice, good at their jobs and cultured. [SEP]	O O B-EO I-EO O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O B-EO I-EO O O O O O O O O O O O O O O O O O O O O O O O O O O O O
DRINKS#STYLE_OPTIONS#POSITIVE	DRINKS#STYLE_OPTIONS#POSITIVE	[CLS] the wine list is incredible and extensive and diverse, the food is all incredible and the staff was all very nice, good at their jobs and cultured. [SEP]	O O B-EO I-EO O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O B-EO I-EO O O O O O O O O O O O O O O O O O O O O O O O O O O O O
DRINKS#STYLE_OPTIONS#POSITIVE	DRINKS#STYLE_OPTIONS#POSITIVE	[CLS] the wine list is incredible and extensive and diverse, the food is all incredible and the staff was all very nice, good at their jobs and cultured. [SEP]	O O B-EO I-EO O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O B-EO I-EO O O O O O O O O O O O O O O O O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] the wine list is incredible and extensive and diverse, the food is all incredible and the staff was all very nice, good at their jobs and cultured. [SEP]	O O O O O O O O O O O O B-EO O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O B-EO O O O O O O O O O O O O O O O O O O O
SERVICE#GENERAL#POSITIVE	SERVICE#GENERAL#POSITIVE	[CLS] the wine list is incredible and extensive and diverse, the food is all incredible and the staff was all very nice, good at their jobs and cultured. [SEP]	O O O O O O O O O O O O O O O O O O B-EO O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O B-EO O O O O O O O O O O O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] – it cant get any better!!!!! [SEP]	O O O B-NULL I-NULL I-NULL I-NULL O O O O O O	O O O O B-NULL O O O O O O O O
AMBIENCE#GENERAL#POSITIVE	AMBIENCE#GENERAL#POSITIVE	[CLS] sunday afternoons there is a band playing and it is lots of fun. [SEP]	O O O O O O B-EO O O O O O O O O O	O O O O O O B-EO O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] everything, and i mean everything on the menu is delectable. [SEP]	O O O O O O O O O B-EO O O O O	O O O O O O O O O B-EO O O O O
FOOD#QUALITY#NEGATIVE	FOOD#QUALITY#NEGATIVE	[CLS] i know many people have their favorite types of pizza and pizza places, but mioposto s pizza lacks quality and good taste. [SEP]	O O O O O O O O O O B-EO O B-EO O O O O O B-EO O O O O O O O	O O O O O O O O O O O O O O O O B-EO I-EO I-EO O O O O O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] there is only one place on the east coast that has it all, plus a lot more. [SEP]	O O O O O B-EO O O O O O O O O O O O O O O O	O O O O O B-EO O O O O O O O O O O O O O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] always a winner. [SEP]	O O O B-NULL O O	O O O B-NULL O O
RESTAURANT#MISCELLANEOUS#NEGATIVE	RESTAURANT#MISCELLANEOUS#NEGATIVE	[CLS] the prior reviews said kid friendly... give me a break with two young children that is light years. [SEP]	O O O O O O O O O O O O O O O O O O O O B-NULL I-NULL O O	O O O O O O O O O O O O O O O O O O O O B-NULL O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] the pizza ’ s are light and scrumptious. [SEP]	O O B-EO I-EO I-EO O O O O O O	O O B-EO I-EO O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] the pizza ’ s are light and scrumptious. [SEP]	O O B-EO I-EO I-EO O O O O O O	O O B-EO I-EO I-EO O O O O O O
AMBIENCE#GENERAL#POSITIVE	AMBIENCE#GENERAL#POSITIVE	[CLS] check out the art on the walls, very colorful! [SEP]	O O O B-EO I-EO I-EO I-EO I-EO O O O O O	O O O O B-EO O O B-EO O O O O O
FOOD#QUALITY#NEUTRAL	FOOD#QUALITY#NEUTRAL	[CLS] mediocre food [SEP]	O O B-EO O	O O B-EO O
RESTAURANT#GENERAL#NEGATIVE	RESTAURANT#GENERAL#NEGATIVE	[CLS] i will never return again. [SEP]	O O O B-NULL I-NULL O O O	O O O B-NULL I-NULL O O O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] we had a very hard time getting the waitress attention and finally had to get up and go inside to speak to a manager. [SEP]	O O O O O O O O O B-EO O O O O O O O O O O O O O O O O O	O O O O O O O O O B-EO O O O O O O O O O O O O O O O O O
SERVICE#GENERAL#POSITIVE	SERVICE#GENERAL#POSITIVE	[CLS] never too crowded and always great service. [SEP]	O O O O O O O B-EO O O	O O O O O O O B-EO O O
RESTAURANT#MISCELLANEOUS#POSITIVE	RESTAURANT#MISCELLANEOUS#POSITIVE	[CLS] never too crowded and always great service. [SEP]	O B-NULL I-NULL I-NULL O O O O O O	O B-NULL I-NULL I-NULL O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] you are with a hot date and he / she has an urge for sushi... then this might be the place. [SEP]	O O O O O O O O O O O O O O O B-EO O O O O O O O O O O O	O O O O O O O O O O O O O O O B-EO O O O O O O O O O O O
RESTAURANT#MISCELLANEOUS#POSITIVE	RESTAURANT#MISCELLANEOUS#POSITIVE	[CLS] – i ca nt believe murphy s has been around for over 25 years, amazing. [SEP]	O O O O O O B-EO I-EO O O O O O O O O O O O	O O O O O O B-EO I-EO O O O O O O O O O O O
SERVICE#GENERAL#POSITIVE	SERVICE#GENERAL#POSITIVE	[CLS] can get busy on fridays for a table but once seated, the service is so efficient you can be in and out of there quickly. [SEP]	O O O O O O O O O O O O O O B-EO O O O O O O O O O O O O O O	O O O O O O O O O O O O O O B-EO O O O O O O O O O O O O O O
FOOD#QUALITY#NEUTRAL	FOOD#QUALITY#NEUTRAL	[CLS] it? s served with either a peppercorn sauce or red wine reduction, though both were indistinguishable in taste. [SEP]	O O O O O O O O B-EO I-EO O O O O O O O O O O O O O	O O O O O O O O O O O I-EO O I-EO O O O O O O O O O
FOOD#QUALITY#NEUTRAL	FOOD#QUALITY#NEUTRAL	[CLS] it? s served with either a peppercorn sauce or red wine reduction, though both were indistinguishable in taste. [SEP]	O O O O O O O O O O O B-EO I-EO I-EO O O O O O O O O O	O O O O O O O O O I-EO O I-EO O I-EO O O O O O O O O O
SERVICE#GENERAL#POSITIVE	SERVICE#GENERAL#POSITIVE	[CLS] the nicest waiters in town. [SEP]	O O O B-EO O O O O	O O O B-EO O O O O
SERVICE#GENERAL#POSITIVE	SERVICE#GENERAL#POSITIVE	[CLS] the service was courteous and attentive. [SEP]	O O B-EO O O O O O O	O O B-EO O O O O O O
RESTAURANT#MISCELLANEOUS#NEGATIVE	RESTAURANT#MISCELLANEOUS#NEGATIVE	[CLS] as of writing this i just tried their give away a link again & it still doesn t work. [SEP]	O O O O O O O O O O O O O O O O O B-NULL O B-NULL O O	O O O O O O O O O O O O O O O O O B-NULL I-NULL I-NULL O O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] any further needs we may have had could not have been met since no one stopped by the table. [SEP]	O O O O O O O O O O O O O O B-NULL I-NULL I-NULL I-NULL I-NULL I-NULL O O	O O O O O O O O O O O O O O O O I-NULL I-NULL I-NULL I-NULL O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] good sushi, high price [SEP]	O O B-EO O O O O	O O B-EO O O O O
FOOD#PRICES#NEGATIVE	FOOD#PRICES#NEGATIVE	[CLS] good sushi, high price [SEP]	O O B-EO O O O O	O O B-EO O O O O
SERVICE#GENERAL#POSITIVE	SERVICE#GENERAL#POSITIVE	[CLS] but the servers were extremely attentive and very friendly. [SEP]	O O O B-EO O O O O O O O O	O O O B-EO O O O O O O O O
RESTAURANT#GENERAL#NEGATIVE	RESTAURANT#GENERAL#NEGATIVE	[CLS] i have been to this place, folks and it is bad. [SEP]	O O O O O O B-EO O O O O O O O O	O O O O O O B-EO O O O O O O O O
SERVICE#GENERAL#POSITIVE	SERVICE#GENERAL#POSITIVE	[CLS] great service [SEP]	O O B-EO O	O O B-EO O
